d_loss, g_loss
-3.385255, 2.4857001
-1.295069, 2.4805331
-1.8362007, 2.8242311
-0.06499475, 2.7693105
-2.5551624, 2.3970566
-2.0839272, 2.6038294
-2.3874545, 2.866663
-2.5542011, 3.1808136
-2.3775218, 1.9915507
-1.9608445, 2.3819206
-1.8554108, 2.9203572
-1.8506207, 2.9604015
0.115399405, 3.1775641
-1.6118748, 4.438478
-2.4081433, 3.8853595
-2.407764, 3.423479
-0.89563596, 3.2782278
-0.12972134, 3.6929746
-1.79879, 3.3379662
-0.049629077, 5.2726536
-1.0862659, 3.008214
-2.2536635, 1.1119502
-0.57944703, 3.711221
-1.3393472, 1.9317127
-1.351275, 3.096689
-1.147433, 3.5688531
-1.566011, 2.3634408
-1.067854, 2.461133
-2.0633256, 3.191921
-0.5397326, 4.235897
-1.7886094, 3.447121
-2.4610765, 3.0925508
-2.0967653, 2.3355174
-0.06937063, 2.4272332
-2.4251208, 2.8717835
-0.21609865, 4.472802
-1.3760031, 2.897351
-1.5133696, 2.6033297
-0.8028159, 2.7174802
-2.1116743, 2.0928714
-2.3273318, 2.6998901
-1.6531829, 2.2578726
-4.119498, 1.9035383
-1.3765743, 2.671546
-1.0527419, 2.7532325
-0.9895778, 3.3855848
-0.95346546, 3.2447293
-2.8540952, 2.704844
-0.9545561, 2.4474113
-1.9983962, 2.1931605
0.48405468, 2.7543814
-2.4507868, 3.4795177
-1.744094, 1.8081234
-0.37571526, 1.2758569
-1.6012708, 2.5714931
-1.744025, 1.9018184
-1.9998126, 2.4597707
-1.5248201, 2.7458458
-1.4316906, 2.0240252
-1.5795556, 2.2690766
-0.41691986, 1.4481968
-2.1639144, 0.108541995
-0.97773373, 2.1938639
0.14754748, 1.8728292
-1.2815154, 1.5508099
-1.3684592, 3.0891514
-0.99848187, 1.895226
-2.9679928, 0.23042251
-1.7455386, 1.7293015
-3.3677015, 2.7656732
0.36986113, 2.7298265
-0.72605973, 1.5706936
-2.8143685, 2.0515094
-0.93634236, 1.2882776
1.2771838, 2.2962513
-1.6320436, 1.6064227
0.14116135, 0.2742272
-2.7990499, 1.7117383
-1.103745, 2.7943199
-1.9000158, 1.6130911
-1.6463802, 1.7376747
-0.69564825, 3.047802
-2.6825795, 1.8074102
-1.6362957, 2.278567
-0.44282484, 2.26577
-0.7249286, 1.7861913
-1.3138688, 1.8883077
-1.94469, 2.9087248
-2.3770213, 3.148066
-0.4517549, 3.7562704
-3.5375066, 3.2217832
-0.953017, 3.2684715
-1.6289907, 2.6759408
-1.4249469, 2.8459086
-0.3516793, 1.9611194
-1.0740275, 2.0901895
-1.7476045, 3.6266122
-2.0998669, 3.5717099
-2.517389, 2.2255287
-1.8714457, 2.737001
-2.3790948, 3.4777756
-1.1973866, 2.6883721
-0.6914586, 3.2484174
-2.499901, 2.4475884
-2.0191762, 3.5219939
-0.8611146, 4.097477
-0.67975235, 3.5115523
-1.2910239, 4.2128987
-1.7039489, 3.0863671
0.26574227, 3.3389528
-0.9664479, 3.12327
-1.8541547, 3.066579
-2.648789, 3.7284665
-0.98696446, 3.2382925
-1.6642177, 3.014652
-0.6868032, 1.6531916
-3.1419814, 3.7612329
-2.510447, 2.3749983
0.39422193, 2.3595114
-2.3882008, 4.815125
-1.664639, 3.8911934
-1.7911148, 3.7679026
-0.6716419, 3.5022721
-1.4504604, 3.250677
-2.4148412, 2.5219102
-0.14659357, 3.607739
-0.6498318, 2.069252
-2.8013604, 2.9705105
-3.048663, 2.466503
-2.6782277, 2.0926926
-1.6830618, 2.8277078
-0.5302048, 1.505302
-1.3108141, 2.9294934
-1.3529395, 2.9727938
-2.184632, 2.0800862
-2.206682, 2.4386046
-1.7140319, 3.2152739
-2.8141305, 2.9452841
-1.4856055, 2.9535768
-1.9744453, 2.0140865
0.4116113, 3.9777532
-1.8714236, 2.9295368
-0.6184106, 4.0007915
-2.0276446, 3.973671
-0.6804365, 2.9640222
-0.8011645, 3.4165807
-1.3008459, 4.0860543
-0.869486, 3.1203914
-1.3884325, 3.466486
-3.8481126, 3.5838351
-1.0855181, 3.0676484
-1.9012768, 3.6245944
0.33862674, 4.1703067
-1.5896468, 2.5075474
-1.5371228, 3.9636269
-0.9031886, 3.2155366
-1.4615986, 2.8701997
-2.943137, 4.1160307
-1.2859833, 3.1762428
-1.9337574, 3.3851151
-1.5228033, 2.8473382
-0.19814223, 3.2749243
-1.9646783, 3.564323
-1.4553063, 1.8191478
0.19835469, 1.6435761
0.34494862, 3.1728458
0.31401667, 3.599163
-0.019093841, 2.596984
-1.1129391, 3.525717
-2.4094353, 3.0522566
-1.4514642, 2.5050569
-1.4768128, 2.218154
-1.0292671, 1.615792
0.06940332, 2.4243824
-1.4089605, 2.218154
0.54924977, 3.1380582
-0.77681553, 2.0768063
-2.4620025, 2.391807
-2.5103102, 1.9311178
-0.72325015, 4.099777
-1.3741405, 1.9860231
-1.9184204, 2.8077028
-0.7644273, 3.1431227
-1.0147939, 2.0524962
-2.969383, 4.1091795
-0.9843686, 2.5531816
-2.5006797, 3.7202601
-3.6021488, 4.3593807
-2.456727, 3.018373
0.25132304, 3.6090965
-1.6877747, 2.195003
-1.1298679, 3.233729
-1.9092319, 1.8083531
-1.3962506, 2.191704
-2.005479, 2.0945802
-1.9422785, 2.1480722
-0.6597549, 0.725978
-2.134143, 2.1287308
-0.9684089, 3.6563087
-1.2728909, 4.089872
-1.026258, 3.5863066
-0.7612039, 4.0031805
-2.6028063, 3.8509445
-1.9588468, 4.1336184
-1.4196591, 3.4309604
-1.1241971, 4.8001604
-0.10234146, 3.2632885
-1.0794201, 1.5846794
0.39051706, 2.8746026
-3.021461, 4.2610307
-0.61971396, 4.2143383
-3.0525084, 3.7695122
